Sequence id 	Synonyms	Description 	EC number 	WT expr 1	WT expr 2	CLA50 expr 1	CLA50 expr 2	Fold change	q-value	"significant +, q <0.0005"
SCLAV4300 		ATP/GTP-binding protein 		120	128	130	147	1.117	1.81E-01	no
SCLAV4301 		ABC transporter integral membrane protein 		91	93	138	142	1.524	4.90E-04	yes
SCLAV4302 		ABC transporter ATP-binding protein 		195	191	345	348	1.796	4.90E-04	yes
SCLAV4303 		ABC transporter integral membrane subunit 		140	135	124	133	0.933	1.53E-02	no
SCLAV4304 		Putative ABC transporter ATP-binding protein 		60	62	57	62	0.976	1.09E-01	no
SCLAV4305 		Cellulose-binding protein 		331	323	463	471	1.43	4.90E-04	yes
SCLAV4306 		Hypothetical protein		536	482	227	237	0.455	4.90E-04	no
SCLAV4307 		Putative large Ala/Glu-rich protein 		345	360	438	463	1.279	4.90E-04	yes
SCLAV4308 		Methylmalonyl-CoA epimerase 		65	75	86	84	1.216	4.50E-02	no
SCLAV4309 	fadA	Thiolase FadA 	2.3.1.9	311	297	331	331	1.09	5.85E-03	no
SCLAV4310 	argK	Transport system kinase 	2.7.-.-	280	266	261	266	0.967	2.21E-02	no
SCLAV4311 		Hypothetical protein		137	141	123	141	0.95	4.50E-02	no
SCLAV4312 		Putative two-component system response regulator 		64	72	60	77	1.008	1.81E-01	no
SCLAV4313 		Sensor protein 		86	106	93	108	1.043	1.84E-01	no
SCLAV4314 		MarR-family transcriptional regulator 		169	169	172	202	1.108	1.88E-01	no
SCLAV4315 		DUF124 domain containing protein		74	76	92	92	1.228	9.98E-04	no
SCLAV4316 		DUF124 domain containing protein		65	66	57	65	0.929	3.21E-02	no
SCLAV4317 		DUF124 domain containing protein		80	89	92	96	1.113	1.81E-01	no
SCLAV4318 		Hypothetical protein		108	88	78	74	0.777	4.42E-03	no
SCLAV4319 		Regulator protein 		158	158	134	136	0.855	4.90E-04	no
SCLAV4320 		Hypothetical protein		87	83	84	87	1.006	1.81E-01	no
SCLAV4321 		Isobutyryl-CoA mutase 	5.4.99.2	43	46	139	136	3.077	4.90E-04	yes
SCLAV4322 		TetR-family transcriptional regulator 		61	66	58	58	0.907	1.53E-02	no
SCLAV4323 		Thioredoxin 		417	409	382	394	0.939	2.19E-03	no
SCLAV4325 		Hypothetical protein		232	224	418	415	1.831	4.90E-04	yes
SCLAV4327 		Integral membrane protein 		76	73	80	80	1.075	1.81E-01	no
SCLAV4328 		Atrophin-1 domain containing protein		84	77	76	61	0.856	1.53E-02	no
SCLAV4329 		Pyruvate kinase 	2.7.1.40	425	424	236	237	0.557	4.90E-04	no
SCLAV4330 	ackA	Acetate kinase 	2.7.2.1	51	48	34	26	0.603	1.28E-03	no
SCLAV4331 		Phosphate acetyltransferase 	2.3.1.8	52	52	33	36	0.66	7.86E-04	no
SCLAV4332 		6-phosphofructokinase 	2.7.1.11	194	199	122	134	0.65	4.90E-04	no
SCLAV4333 		Integral membrane transport protein 		84	94	100	94	1.09	1.88E-01	no
SCLAV4334 		ABC transporter permease protein 		52	46	33	38	0.737	3.66E-03	no
SCLAV4335 		Extracellular solute-binding lipoprotein 		60	56	63	63	1.091	1.88E-01	no
SCLAV4336 		Hypothetical protein		50	53	35	26	0.586	1.28E-03	no
SCLAV4337 		Helix-turn-helix protein 		321	317	167	159	0.511	4.90E-04	no
SCLAV4339 	hemB	Delta-aminolevulinic acid dehydratase 	4.2.1.24	65	70	32	36	0.509	4.90E-04	no
SCLAV4341 		porphobilinogen deaminase 	2.5.1.61	41	41	23	21	0.539	4.90E-04	no
SCLAV4342 		Two-component system response regulator 		89	90	66	60	0.7	6.56E-04	no
SCLAV4343 		Two-component system sensor kinase 		86	97	74	76	0.821	3.66E-03	no
SCLAV4344 		Sodium dicarboxylate symporter 		112	110	172	170	1.538	4.90E-04	yes
SCLAV4345 		Hypothetical protein		108	109	82	86	0.771	4.90E-04	no
SCLAV4346 		Putative helicase 		89	90	120	142	1.457	3.66E-03	no
SCLAV4347 	glgB	glycogen branching enzyme 	2.4.1.18	100	104	67	70	0.672	4.90E-04	no
SCLAV4349 	treS	Trehalose synthase 	5.4.99.16	137	147	103	92	0.685	6.56E-04	no
SCLAV4350 		Putative alpha-amylase 		95	92	51	53	0.557	4.90E-04	no
SCLAV4351 	glgP	Phosphorylase 	2.4.1.1	125	130	89	87	0.687	4.90E-04	no
SCLAV4352 		integrin-like protein 		77	79	58	54	0.722	6.56E-04	no
SCLAV4353 		"Signal transduction histidine kinase, COG4585 "		87	82	69	81	0.885	1.53E-02	no
SCLAV4354 		"Two component transcriptional regulator, LuxR family "		63	70	72	62	1.009	1.81E-01	no
SCLAV4355 		Hypothetical protein		115	108	95	119	0.963	1.09E-01	no
SCLAV4356 		cell division-related protein 		97	104	73	76	0.745	7.86E-04	no
SCLAV4357 		Putative sporulation protein K		130	126	133	124	1.003	1.81E-01	no
SCLAV4358 		Putative hydrolytic protein 		89	90	123	126	1.387	4.90E-04	yes
SCLAV4359 		neutral zinc metalloprotease 		102	106	98	104	0.972	6.92E-02	no
SCLAV4360 		Putative monooxygenase 		66	70	47	55	0.748	2.63E-03	no
SCLAV4361 		Putative transcriptional regulator 		78	83	45	57	0.633	1.03E-03	no
SCLAV4362 		Putative ABC transporter ATPase and permease component 		215	219	243	225	1.079	1.56E-01	no
SCLAV4363 		Putative ABC transporter ATPase and permease component 		292	287	323	327	1.123	4.90E-04	yes
SCLAV4364 		Lipoprotein 		98	108	66	65	0.635	4.90E-04	no
SCLAV4367 		Putative enoyl-CoA hydratase 	4.2.1.17	45	47	50	49	1.079	1.90E-01	no
SCLAV4368 		Regulatory protein 		80	95	65	72	0.783	4.42E-03	no
SCLAV4369 		Polysaccharide deacetylase 		59	72	20	24	0.334	5.79E-04	no
SCLAV4370 		40-residue YVTN family beta-propeller repeat protein 		69	73	23	23	0.324	4.90E-04	no
SCLAV4371 		GCN5-related N-acetyltransferase 		160	175	140	131	0.811	1.28E-03	no
SCLAV4373 		Putative membrane protein 		65	57	27	29	0.458	4.90E-04	no
SCLAV4375 		beta-lactamase 		52	59	28	22	0.447	7.86E-04	no
SCLAV4376 		beta-lactamase 		25	24	17	12	0.588	4.42E-03	no
SCLAV4377 		erythropoiesis-stimulating protein 		74	75	58	50	0.724	1.19E-03	no
SCLAV4381 		FG-GAP repeat protein 		18	20	1	5	0.177	1.03E-03	no
SCLAV4382 	rpfA	Resuscitation-promoting factor RpfA 		79	63	21	24	0.314	6.56E-04	no
SCLAV4383 		integrase family protein 		66	65	29	28	0.432	4.90E-04	no
SCLAV4384 		Hypothetical protein		47	60	36	42	0.734	7.63E-03	no
SCLAV4385 		phosphatase 		67	62	84	100	1.427	1.04E-02	no
SCLAV4386 		putative transcriptional regulator 		251	252	319	363	1.355	1.63E-03	no
SCLAV4387 	prpM	magnesium or manganese-dependent protein phosphatase prpM4		289	306	921	869	3.011	4.90E-04	yes
SCLAV4388 		Putative O-methyltransferase 	2.1.1.77	155	172	592	563	3.54	4.90E-04	yes
SCLAV4390 		Lantibiotic dehydratase domain-containing protein 		66	73	90	91	1.301	3.16E-03	no
SCLAV4391 		Putative lanthionine synthetase C-like protein 		46	50	73	75	1.539	5.79E-04	no
SCLAV4392 		Putative O-methyltransferase 		47	43	74	69	1.584	8.76E-04	no
SCLAV4394 		Hypothetical protein		101	110	159	165	1.534	4.90E-04	yes
SCLAV4395 		UBA/THIF-type NAD/FAD binding protein 		191	189	32	35	0.177	4.90E-04	no
SCLAV4396 		Hypothetical protein		255	273	45	49	0.177	4.90E-04	no
SCLAV4397 		Prophage protein 		38	44	24	21	0.557	1.19E-03	no
SCLAV4398 	sdhL	L-serine dehydratase 	4.3.1.17	51	48	26	31	0.572	8.76E-04	no
SCLAV4399 	glyA	Serine hydroxymethyltransferase 	2.1.2.1	30	30	49	48	1.643	4.90E-04	yes
SCLAV4400 		Glycine cleavage system H protein 		76	72	127	131	1.75	4.90E-04	yes
SCLAV4401 	gcvT	Aminomethyltransferase 	2.1.2.10	70	68	116	123	1.724	4.90E-04	yes
SCLAV4402 		Putative ATP/GTP-binding protein 		164	160	67	77	0.446	4.90E-04	no
SCLAV4403 		Hypothetical protein		57	53	28	27	0.505	4.90E-04	no
SCLAV4404 		Hypothetical protein		98	93	110	121	1.208	2.21E-02	no
SCLAV4405 		oligopeptide transport integral membrane protein 		41	51	96	89	2.013	4.90E-04	yes
SCLAV4406 		oligopeptide-binding lipoprotein 		71	70	130	125	1.802	4.90E-04	yes
SCLAV4407 		oligopeptide transport system integral membrane protein 		95	100	109	113	1.136	2.21E-02	no
SCLAV4408 		oligopeptide ABC transporter ATP-binding protein 		66	65	63	72	1.026	1.84E-01	no
SCLAV4409 	appF	Putative peptide ABC transporter ATP-binding protein 		51	39	57	84	1.559	1.56E-01	no
SCLAV4410 		Putative membrane protein 		66	61	56	56	0.886	7.63E-03	no
SCLAV4411 		Hypothetical protein		107	90	77	78	0.789	3.66E-03	no
SCLAV4412 		Activator of HSP90 ATPase 1 family protein 		67	59	67	66	1.052	1.88E-01	no
SCLAV4413 		Hypothetical protein		53	54	62	57	1.108	1.84E-01	no
SCLAV4414 		Pyridoxal-phosphate-dependent aminotransferase 	2.8.1.7	82	79	80	82	1.002	1.81E-01	no
SCLAV4415 	amiA	N-acetylmuramoyl-L-alanine amidase 		88	119	123	124	1.193	1.84E-01	no
SCLAV4416 	mnmA	tRNA-specific 2-thiouridylase mnmA 	2.1.1.61	188	187	196	183	1.011	1.84E-01	no
SCLAV4417 		Alpha/beta hydrolase 		53	51	41	51	0.891	3.21E-02	no
SCLAV4418 		lysine decarboxylase superfamily protein		202	193	193	201	0.997	1.56E-01	no
SCLAV4419 		Short chain dehydrogenase 		84	81	89	83	1.046	1.90E-01	no
SCLAV4420 		Hypothetical protein		82	87	58	67	0.738	1.28E-03	no
SCLAV4421 	ligA	DNA ligase 	6.5.1.2	189	192	132	131	0.689	4.90E-04	no
SCLAV4422 		Phosphodiesterase 		159	151	128	132	0.841	9.98E-04	no
SCLAV4423 	gatC	Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit C 	6.3.5.6 6.3.5.7	123	126	126	124	1.004	1.81E-01	no
SCLAV4424 	gatA	Glutamyl-tRNA(Gln) amidotransferase subunit A 	6.3.5.6 6.3.5.7	144	144	153	146	1.04	1.90E-01	no
SCLAV4425 		Hypothetical protein		86	83	92	104	1.164	1.56E-01	no
SCLAV4426 	gatB	Putative glutamyl-tRNA amidotransferase subunit B 	6.3.5.6 6.3.5.7	159	163	195	225	1.301	5.85E-03	no
SCLAV4428 		Putative transmembrane transport protein 		69	81	53	55	0.715	2.19E-03	no
SCLAV4429 		Acetyltransferase 		76	66	68	57	0.876	2.21E-02	no
SCLAV4430 		integral membrane protein 		130	148	102	105	0.746	1.19E-03	no
SCLAV4432 		LuxR family transcriptional regulator 		114	137	93	102	0.776	3.66E-03	no
SCLAV4434 		Oxidoreductase 		282	283	252	272	0.926	5.85E-03	no
SCLAV4435 		oxidoreductase 		71	64	66	63	0.951	6.92E-02	no
SCLAV4436 		dehydrogenase 		61	65	53	48	0.803	3.16E-03	no
SCLAV4437 		Integral membrane phosphodiesterase 		35	34	32	37	1.005	1.56E-01	no
SCLAV4438 	ilvB	Acetolactate synthase 	2.2.1.6	34	39	27	27	0.75	4.42E-03	no
SCLAV4439 	ilvH	Acetohydroxy acid synthase small subunit 	2.2.1.6	51	59	41	48	0.813	1.04E-02	no
SCLAV4440 	ilvC	Ketol-acid reductoisomerase 	1.1.1.86	86	93	100	102	1.134	6.92E-02	no
SCLAV4441 		Hypothetical protein		37	31	129	135	3.884	4.90E-04	yes
SCLAV4442 		D-3-phosphoglycerate dehydrogenase 	1.1.1.95	107	126	369	391	3.265	4.90E-04	yes
SCLAV4443 		Transcriptional regulator 		81	86	55	48	0.616	6.56E-04	no
SCLAV4444 		Proline dehydrogenase 		75	91	47	52	0.595	1.19E-03	no
SCLAV4445 	rocA	Delta-1-pyrroline-5-carboxylate dehydrogenase 	1.5.1.12	128	130	75	74	0.577	4.90E-04	no
SCLAV4447 		Activator of Hsp90 ATPase 1 family protein 		33	36	11	10	0.304	4.90E-04	no
SCLAV4448 		putative DNA-binding protein 		44	49	42	39	0.874	1.53E-02	no
SCLAV4452 		putative regulatory protein		55	59	26	30	0.492	4.90E-04	no
SCLAV4453 		Hypothetical protein		63	63	122	128	1.996	4.90E-04	yes
SCLAV4455 		Beta-lactamase inhibitory protein 		69	74	93	93	1.298	1.19E-03	no
SCLAV4457 	atpA	"ABC-type antimicrobial peptide transport system, ATPase component"		82	96	77	75	0.856	1.04E-02	no
SCLAV4458 		integral membrane protein 		53	51	33	35	0.659	7.86E-04	no
SCLAV4459 		putative alpha-glucosidase 		55	54	37	38	0.684	5.79E-04	no
SCLAV4460 	aac	putative aminoglycoside 2-N-acetyltransferase 		61	65	60	62	0.971	6.92E-02	no
SCLAV4462 	leu3	3-isopropylmalate dehydrogenase 	1.1.1.85	72	75	59	59	0.802	9.98E-04	no
SCLAV4463 		Branched-chain-amino-acid aminotransferase 	2.6.1.42	102	98	81	74	0.771	9.98E-04	no
SCLAV4464 		"Transcriptional regulator, LuxR family "		178	165	420	409	2.418	4.90E-04	yes
SCLAV4465 		Cytochrome P450 		101	93	216	219	2.244	4.90E-04	yes
SCLAV4466 		Hybrid NRPS / PKS		175	167	225	236	1.35	4.90E-04	yes
SCLAV4467 		Short-chain dehydrogenase/reductase SDR 		108	120	147	144	1.272	2.19E-03	no
SCLAV4468 		Short-chain dehydrogenase/reductase SDR 		63	70	110	108	1.638	4.90E-04	yes
SCLAV4469 		Monooxygenase FAD-binding 		72	70	108	106	1.508	4.90E-04	yes
SCLAV4470 		Putative secreted lipase 		134	129	246	237	1.839	4.90E-04	yes
SCLAV4471 		Putative membrane protein 		109	96	148	146	1.434	7.86E-04	no
SCLAV4472 		Amidase 	3.5.1.4	85	88	117	121	1.375	4.90E-04	yes
SCLAV4473 		Urease subunit gamma/beta 	3.5.1.5	63	57	46	47	0.781	2.63E-03	no
SCLAV4474 		Urease subunit alpha 2 	3.5.1.5	65	73	48	51	0.714	1.28E-03	no
SCLAV4475 		Putative peptidylarginine deiminase 	3.5.3.12	93	95	59	67	0.671	6.56E-04	no
SCLAV4476 		TetR-family transcriptional regulator 		92	85	60	58	0.668	5.79E-04	no
SCLAV4477 		transporter 		79	82	62	68	0.804	2.19E-03	no
SCLAV4478 		Putative 2-isopropylmalate synthase 	2.3.3.13	69	71	40	41	0.581	4.90E-04	no
SCLAV4479 		YceI family protein		80	82	75	81	0.97	4.50E-02	no
SCLAV4480 		Pyridoxal-5''''-phosphate-dependent protein beta subunit 	4.2.3.1	83	91	41	40	0.469	4.90E-04	no
SCLAV4482 		Calcium-binding EF-hand-containing protein 		91	82	54	67	0.703	2.19E-03	no
SCLAV4483 		Putative secreted lyase 	4.2.2.1	65	58	34	36	0.567	7.86E-04	no
SCLAV4484 		Methylmalonyl-CoA decarboxylase alpha subunit 	6.4.1.3	201	213	366	369	1.775	4.90E-04	yes
SCLAV4486 		Roadblock/LC7 family protein 		93	92	120	129	1.346	8.76E-04	no
SCLAV4487 	cvnD	ATP/GTP-binding protein 		61	58	98	101	1.677	4.90E-04	yes
SCLAV4488 		DUF742 domain containing protein		107	122	184	187	1.624	4.90E-04	yes
SCLAV4489 		Roadblock/LC7 family protein 		83	102	125	127	1.365	5.85E-03	no
SCLAV4490 		Putative sensor-like histidine kinase 		63	66	72	72	1.111	6.92E-02	no
SCLAV4491 	cvnD	ATP/GTP-binding protein 		38	36	62	63	1.682	4.90E-04	yes
SCLAV4492 		DUF742 domain containing protein		104	103	185	198	1.86	4.90E-04	yes
SCLAV4493 		Roadblock/LC7 family protein 		199	206	322	345	1.644	4.90E-04	yes
SCLAV4495 		Putative membrane protein		75	79	130	154	1.836	8.76E-04	no
SCLAV4497 		"2-keto-4-pentenoate hydratase/2-oxohepta-3-ene-1,7-dioic acid hydratase"		68	67	55	59	0.845	3.16E-03	no
SCLAV4498 	gltX	Glutamyl-tRNA synthetase 	6.1.1.17	74	77	68	69	0.911	5.85E-03	no
SCLAV4499 		Putative hydrolase 		58	49	37	37	0.696	2.63E-03	no
SCLAV4500 		IclR family transcriptional regulator		49	66	31	32	0.551	2.63E-03	no
SCLAV4501 	leuC	3-isopropylmalate dehydratase large subunit 	4.2.1.33	72	61	39	39	0.581	9.98E-04	no
SCLAV4502 	leuD	3-isopropylmalate dehydratase 	4.2.1.33	47	42	25	19	0.484	9.98E-04	no
SCLAV4503 		Hypothetical protein		124	134	113	112	0.87	3.16E-03	no
SCLAV4504 		Histone protein DNA-binding protein 		299	287	225	199	0.722	4.90E-04	no
SCLAV4505 		Hypothetical protein		46	51	42	45	0.9	2.21E-02	no
SCLAV4506 		DUF121 domain containing protein		44	51	43	38	0.846	2.21E-02	no
SCLAV4507 		Acyltransferase 		51	54	72	74	1.384	8.76E-04	no
SCLAV4508 	gpdA	Glycerol-3-phosphate dehydrogenase [NAD(P)+] 	1.1.1.94	63	65	54	68	0.952	1.09E-01	no
SCLAV4509 	ddl	D-alanine-D-alanine ligase 	6.3.2.4	65	62	106	107	1.674	4.90E-04	yes
SCLAV4511 	thiL	Putative thiamine monophosphate kinase 	2.7.4.16	63	67	52	65	0.903	3.21E-02	no
SCLAV4512 		Phosphomethylpyrimidine kinase 	2.7.4.7	39	42	31	36	0.831	1.04E-02	no
SCLAV4514 	dak3	Putative dihydroxyacetone kinase 		40	40	35	35	0.874	4.42E-03	no
SCLAV4515 	recG	ATP-dependent DNA helicase RecG 	3.6.1.-	104	113	79	85	0.753	1.03E-03	no
SCLAV4516 		Putative RNA methylase 		39	42	39	42	1.002	1.56E-01	no
SCLAV4517 		phosphopantetheine adenylyltransferase 	2.7.7.3	47	59	57	56	1.057	1.88E-01	no
SCLAV4518 		Hypothetical protein		28	20	37	26	1.302	1.90E-01	no
SCLAV4519 		metal-binding protein 		370	335	427	426	1.21	1.63E-03	no
SCLAV4520 	rpmF	50S ribosomal protein L32 		284	290	334	336	1.169	4.90E-04	yes
SCLAV4521 	rnc	Ribonuclease 3 	3.1.26.3	137	143	143	143	1.023	1.88E-01	no
SCLAV4522 	mutM	DNA glycosylase 	3.2.2.23 4.2.99.18	96	90	87	88	0.939	2.21E-02	no
SCLAV4523 		transmembrane protein 		53	61	46	56	0.894	3.21E-02	no
SCLAV4525 		Acylphosphatase 	3.6.1.7	81	61	77	62	0.983	1.56E-01	no
SCLAV4528 		SMC_N multi-domain protein		72	80	58	59	0.774	1.63E-03	no
SCLAV4529 	glkP	Glucose permease 		61	60	37	36	0.6	4.90E-04	no
SCLAV4530 		acetyltransferase		73	82	118	127	1.585	7.86E-04	no
SCLAV4531 	ftsY	Signal recognition particle 		152	151	135	143	0.918	4.42E-03	no
SCLAV4532 		bifunctional DNA primase/polymerase		104	103	160	139	1.445	2.19E-03	no
SCLAV4533 		Regulatory protein 		129	137	128	125	0.955	2.21E-02	no
SCLAV4534 		Putative ammonium transporter 		75	80	466	468	6.012	4.90E-04	yes
SCLAV4535 	glnB	Nitrogen regulatory protein P-II 		67	72	388	405	5.693	4.90E-04	yes
SCLAV4536 		PII uridylyl-transferase 	2.7.7.59	85	76	225	258	3.014	4.90E-04	yes
SCLAV4537 	ffh	Signal recognition particle protein 		302	299	245	260	0.841	5.79E-04	no
SCLAV4538 	ftsH	Cell division protein FtsH homolog 	3.4.24.-	53	53	45	37	0.767	4.42E-03	no
SCLAV4540 		Hypothetical protein		545	517	371	376	0.703	4.90E-04	no
SCLAV4541 	rpsP	30S ribosomal protein S16 		812	791	930	937	1.164	4.90E-04	yes
SCLAV4543 		16S rRNA-processing protein RimM 		91	95	68	74	0.765	9.98E-04	no
SCLAV4544 		tRNA (guanine-N(1)-)-methyltransferase 	2.1.1.31	82	96	61	69	0.726	2.63E-03	no
SCLAV4545 	rplS	50S ribosomal protein L19 		135	121	123	110	0.911	2.21E-02	no
SCLAV4546 		Signal peptidase I 	3.4.21.89	131	124	105	104	0.814	8.76E-04	no
SCLAV4547 		Signal peptidase I 	3.4.21.89	340	342	297	319	0.904	2.19E-03	no
SCLAV4548 		Signal peptidase 	3.4.21.89	77	82	110	101	1.325	3.16E-03	no
SCLAV4549 		DUF2469 domain containing protein		143	149	238	235	1.621	4.90E-04	yes
SCLAV4551 		Magnesium chelatase 		119	122	87	89	0.731	4.90E-04	no
SCLAV4552 		DNA processing Smf-family protein 		103	109	64	76	0.663	8.76E-04	no
SCLAV4553 	whiG	RNA polymerase sigma factor whiG 		67	58	52	52	0.833	7.63E-03	no
SCLAV4554 		Putative transcriptional regulator 		93	100	105	113	1.129	1.09E-01	no
SCLAV4556 	rpsB	30S ribosomal protein S2 		347	349	383	408	1.136	3.66E-03	no
SCLAV4557 	tsf	Elongation factor Ts 		134	132	153	159	1.172	1.28E-03	no
SCLAV4558 	pyrH	Uridylate kinase 	2.7.4.22	85	86	91	96	1.095	1.56E-01	no
SCLAV4559 	frr	Ribosome-recycling factor 		241	250	405	428	1.7	4.90E-04	yes
SCLAV4560 	cdsA	Phosphatidate cytidylyltransferase 	2.7.7.41	123	100	110	99	0.938	6.92E-02	no
SCLAV4561 		Ribosomal RNA large subunit methyltransferase N 	2.1.1.-	116	131	126	132	1.045	1.88E-01	no
SCLAV4562 		ABC transporter substrate-binding protein 		78	80	61	67	0.814	2.19E-03	no
SCLAV4563 		ABC transporter integral membrane protein 		98	126	90	75	0.734	5.85E-03	no
SCLAV4564 		Fe(3+) ions import ATP-binding protein fbpC 		84	87	70	66	0.799	9.98E-04	no
SCLAV4565 		Ketosteroid isomerase-like protein 		114	132	57	54	0.452	4.90E-04	no
SCLAV4566 		Putative integral membrane protein 		78	90	50	51	0.595	8.76E-04	no
SCLAV4567 		ABC transporter ATP-binding protein 		74	80	35	36	0.457	4.90E-04	no
SCLAV4568 		Putative aminotransferase 		109	122	51	61	0.481	4.90E-04	no
SCLAV4569 		AsnC-family transcriptional regulator 		84	87	45	44	0.525	4.90E-04	no
SCLAV4570 		Aldehyde dehydrogenase 	1.2.1.8	231	243	213	210	0.893	1.28E-03	no
SCLAV4571 		DUF574 domain containing protein		115	117	79	92	0.736	9.98E-04	no
SCLAV4572 		Putative glycerophosphoryl diester phosphodiesterase 		62	63	41	42	0.661	4.90E-04	no
SCLAV4573 	add	Adenosine deaminase 	3.5.4.4	72	76	48	49	0.653	4.90E-04	no
SCLAV4574 		IncA domain containing protein		109	105	63	61	0.579	4.90E-04	no
SCLAV4575 		DUF1768 domain containing protein		311	322	221	229	0.711	4.90E-04	no
SCLAV4576 		Aldehyde dehydrogenase 		58	56	37	38	0.659	4.90E-04	no
SCLAV4577 		Putative polyamine ABC transporter substrate-binding protein 		51	60	34	37	0.641	1.63E-03	no
SCLAV4578 		Polyamine ABC transporter ATP-binding protein 		54	54	40	37	0.711	8.76E-04	no
SCLAV4579 		Polyamine ABC transporter permease protein 		74	80	61	57	0.77	1.28E-03	no
SCLAV4580 		Polyamine ABC transporter integral membrane protein 		63	63	54	49	0.816	3.16E-03	no
SCLAV4581 		oxidoreductase 		70	67	74	71	1.058	1.90E-01	no
SCLAV4582 		Hypothetical protein		70	79	61	71	0.892	2.21E-02	no
SCLAV4583 		Chitinase II 		80	83	63	74	0.838	5.85E-03	no
SCLAV4584 		Putative membrane protein 		126	123	93	93	0.747	4.90E-04	no
SCLAV4585 	gabT	4-aminobutyrate aminotransferase 	2.6.1.19	74	78	68	73	0.925	2.21E-02	no
SCLAV4586 		Putative ATP/GTP binding protein 		48	61	37	38	0.692	4.42E-03	no
SCLAV4587 		putative PucR-like transcriptional regulator 		74	77	65	59	0.824	3.16E-03	no
SCLAV4588 		Aldehyde dehydrogenase 		49	52	39	49	0.878	3.21E-02	no
SCLAV4589 	fadE	Acyl-CoA dehydrogenase 	1.3.99.-	90	103	97	100	1.021	1.84E-01	no
SCLAV4590 		1-deoxy-D-xylulose 5-phosphate reductoisomerase 	1.1.1.267	140	135	141	159	1.087	1.84E-01	no
SCLAV4591 		Metalloprotease 		117	132	145	151	1.19	2.21E-02	no
SCLAV4592 	ispG	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase 	1.17.7.1	397	375	365	410	1.003	1.81E-01	no
SCLAV4593 		Acetyltransferase 		60	71	72	81	1.171	1.84E-01	no
SCLAV4594 		"Putative acetyltransferase, secreted "		38	40	40	34	0.947	6.92E-02	no
SCLAV4595 	proS	Prolyl-tRNA synthetase 1 	6.1.1.15	44	47	64	61	1.37	2.63E-03	no
SCLAV4596 		phosphotransferase 		78	77	71	64	0.874	5.85E-03	no
SCLAV4597 		Hypothetical protein		68	75	55	55	0.772	1.63E-03	no
SCLAV4598 		Conserved hypothetical protein		164	166	166	181	1.053	1.90E-01	no
SCLAV4599 	nusA	Transcription elongation factor NusA 		86	66	66	64	0.854	2.21E-02	no
SCLAV4600 		DUF448 domain containing protein		1063	1070	1038	1084	0.995	1.09E-01	no
SCLAV4601 	infB	translation initiation factor IF-2 		1120	1013	928	897	0.855	1.63E-03	no
SCLAV4602 	infB	Translation initiation factor IF-2 		601	582	373	387	0.642	4.90E-04	no
SCLAV4603 		DUF503 domain containing protein		383	403	470	485	1.215	4.90E-04	yes
SCLAV4604 	rbfA	Ribosome-binding factor A 		306	294	270	279	0.917	2.19E-03	no
SCLAV4605 	truB	tRNA pseudouridine synthase B 	5.4.99.12	140	144	98	98	0.693	4.90E-04	no
SCLAV4606 		Bifunctional riboflavin kinase/FMN adenylyltransferase 	2.7.1.26 2.7.7.2	124	118	93	101	0.805	1.03E-03	no
